drug_id,disease_id
D005665,D004401
D005665,D004417
D005665,D004487
D005665,D005221
D005665,D005921
D005665,D006099
D005665,D006261
D005665,D006311
D005665,D006312
D005665,D006319
D005665,D006323
D005665,D006333
D005665,D006417
D005665,D006470
D005665,D006505
D005665,D006934
D005665,D006947
D005665,D006973
D005665,D006977
D005665,D007008
D005665,D007010
D005665,D007022
D005665,D007024
D005665,D007177
D005665,D007235
D005665,D007674
D005665,D007676
D005665,D008103
D005665,D008107
D005665,D008325
D005665,D009325
D005665,D009336
D005665,D009395
D005665,D009404
D005665,D009461
D005665,D010146
D005665,D010243
D005665,D010292
D005665,D011141
D005665,D011507
D005665,D011654
D005665,D011693
D005665,D011782
D005665,D012128
D005665,D012206
D005665,D012770
D005665,D013262
D005665,D013274
D005665,D013575
D005665,D013610
D005665,D013617
D005665,D013921
D005665,D014012
D005665,D014511
D005665,D014549
D005665,D014581
D005665,D014657
D005665,D014717
D005665,D014839
D005665,D015427
D005665,D015431
D005665,D015746
D005665,D016171
D005665,D017119
D005665,D018366
D005665,D020521
D005665,D034381
D005665,D051437
D005665,D053099
D005665,D053206
D005665,D053609
D005665,D054537
D005665,D056486
D005665,D058186
D005665,D064420
D005905,D000140
D005905,D000743
D005905,D001145
D005905,D002769
D005905,D002779
D005905,D002780
D005905,D003128
D005905,D003324
D005905,D003920
D005905,D003921
D005905,D003924
D005905,D004342
D005905,D004802
D005905,D005076
D005905,D006470
D005905,D006505
D005905,D006930
D005905,D006940
D005905,D006943
D005905,D006973
D005905,D006975
D005905,D007003
D005905,D007022
D005905,D007565
D005905,D007674
D005905,D008133
D005905,D009336
D005905,D009395
D005905,D010146
D005905,D011141
D005905,D011507
D005905,D011537
D005905,D011654
D005905,D012640
D005905,D012770
D005905,D015427
D005905,D017093
D005905,D017202
D005905,D018149
D005905,D018487
D005905,D020258
D005905,D050197
D005905,D056486
D005905,D064420
D006220,D000341
D006220,D000544
D006220,D000647
D006220,D001008
D006220,D001145
D006220,D001259
D006220,D001321
D006220,D001480
D006220,D001523
D006220,D001714
D006220,D001763
D006220,D001919
D006220,D001927
D006220,D001929
D006220,D002375
D006220,D002385
D006220,D002389
D006220,D002526
D006220,D002653
D006220,D002780
D006220,D002819
D006220,D003072
D006220,D003128
D006220,D003221
D006220,D003244
D006220,D003680
D006220,D003693
D006220,D003704
D006220,D003865
D006220,D003866
D006220,D004195
D006220,D004211
D006220,D004401
D006220,D004409
D006220,D004417
D006220,D004421
D006220,D004827
D006220,D004830
D006220,D004832
D006220,D005221
D006220,D005334
D006220,D005687
D006220,D005879
D006220,D006212
D006220,D006261
D006220,D006323
D006220,D006333
D006220,D006948
D006220,D006966
D006220,D006970
D006220,D006973
D006220,D007008
D006220,D007010
D006220,D007022
D006220,D007035
D006220,D007172
D006220,D007177
D006220,D007319
D006220,D007674
D006220,D007859
D006220,D007970
D006220,D008064
D006220,D008107
D006220,D008133
D006220,D008569
D006220,D009069
D006220,D009120
D006220,D009122
D006220,D009127
D006220,D009205
D006220,D009207
D006220,D009212
D006220,D009336
D006220,D009357
D006220,D009422
D006220,D009436
D006220,D009459
D006220,D010146
D006220,D010259
D006220,D010302
D006220,D010554
D006220,D011297
D006220,D011595
D006220,D011596
D006220,D011605
D006220,D011618
D006220,D012128
D006220,D012206
D006220,D012559
D006220,D012563
D006220,D012640
D006220,D012798
D006220,D013226
D006220,D013272
D006220,D013276
D006220,D013375
D006220,D013575
D006220,D013610
D006220,D013616
D006220,D013921
D006220,D013981
D006220,D014103
D006220,D014202
D006220,D014555
D006220,D014693
D006220,D014839
D006220,D014987
D006220,D015835
D006220,D015877
D006220,D016055
D006220,D016171
D006220,D016757
D006220,D017109
D006220,D017180
D006220,D018366
D006220,D018476
D006220,D018487
D006220,D019954
D006220,D019955
D006220,D019956
D006220,D019964
D006220,D019966
D006220,D019969
D006220,D019970
D006220,D020018
D006220,D020301
D006220,D020734
D006220,D020820
D006220,D020821
D006220,D051437
D006220,D053608
D006220,D056486
D006220,D058186
D006220,D064420
D006854,D000707
D006854,D000744
D006854,D000799
D006854,D001037
D006854,D001145
D006854,D001172
D006854,D001249
D006854,D001284
D006854,D001342
D006854,D001523
D006854,D001714
D006854,D001766
D006854,D001927
D006854,D001929
D006854,D001943
D006854,D002051
D006854,D002375
D006854,D002972
D006854,D003072
D006854,D003865
D006854,D003866
D006854,D003967
D006854,D004342
D006854,D004417
D006854,D004487
D006854,D004681
D006854,D006323
D006854,D006331
D006854,D006332
D006854,D006333
D006854,D006470
D006854,D006556
D006854,D006934
D006854,D006965
D006854,D006973
D006854,D006977
D006854,D006984
D006854,D007008
D006854,D007010
D006854,D007022
D006854,D007024
D006854,D007333
D006854,D007938
D006854,D008133
D006854,D008171
D006854,D008569
D006854,D008581
D006854,D009133
D006854,D009135
D006854,D009362
D006854,D009400
D006854,D009503
D006854,D009765
D006854,D010243
D006854,D010264
D006854,D010291
D006854,D010689
D006854,D011141
D006854,D011297
D006854,D011471
D006854,D011704
D006854,D012008
D006854,D012131
D006854,D012206
D006854,D012208
D006854,D012640
D006854,D012769
D006854,D012772
D006854,D012871
D006854,D013375
D006854,D013924
D006854,D014581
D006854,D014652
D006854,D014839
D006854,D015430
D006854,D015431
D006854,D015451
D006854,D017202
D006854,D018149
D006854,D018908
D006854,D019465
D006854,D019970
D006854,D020521
D006854,D034381
D006854,D051437
D006854,D054198
D006854,D054218
D006854,D056784
D006854,D064420
D007052,D000014
D007052,D000230
D007052,D000380
D007052,D000544
D007052,D000707
D007052,D000741
D007052,D000743
D007052,D000744
D007052,D000799
D007052,D001145
D007052,D001168
D007052,D001249
D007052,D001281
D007052,D001416
D007052,D001649
D007052,D001927
D007052,D002375
D007052,D002543
D007052,D002545
D007052,D002761
D007052,D002779
D007052,D002780
D007052,D003117
D007052,D003128
D007052,D003231
D007052,D003251
D007052,D003550
D007052,D003693
D007052,D003875
D007052,D004172
D007052,D004211
D007052,D004487
D007052,D004715
D007052,D004802
D007052,D005234
D007052,D005317
D007052,D005334
D007052,D005756
D007052,D005767
D007052,D005923
D007052,D006261
D007052,D006319
D007052,D006331
D007052,D006345
D007052,D006463
D007052,D006470
D007052,D006505
D007052,D006930
D007052,D006947
D007052,D006973
D007052,D006976
D007052,D006984
D007052,D007008
D007052,D007010
D007052,D007022
D007052,D007235
D007052,D007249
D007052,D007674
D007052,D007676
D007052,D007681
D007052,D007683
D007052,D008180
D007052,D008206
D007052,D008325
D007052,D008569
D007052,D008581
D007052,D008582
D007052,D008881
D007052,D009135
D007052,D009203
D007052,D009325
D007052,D009336
D007052,D009374
D007052,D009395
D007052,D009400
D007052,D009404
D007052,D009410
D007052,D009846
D007052,D010003
D007052,D010019
D007052,D010146
D007052,D010149
D007052,D010190
D007052,D010437
D007052,D010490
D007052,D010996
D007052,D011471
D007052,D011507
D007052,D011605
D007052,D011782
D007052,D012120
D007052,D012640
D007052,D012772
D007052,D013262
D007052,D013276
D007052,D013610
D007052,D013921
D007052,D013927
D007052,D014012
D007052,D014456
D007052,D014555
D007052,D014581
D007052,D014786
D007052,D015179
D007052,D015433
D007052,D015746
D007052,D016055
D007052,D017093
D007052,D017114
D007052,D017116
D007052,D018366
D007052,D018771
D007052,D020301
D007052,D020521
D007052,D041781
D007052,D051437
D007052,D053099
D007052,D054058
D007052,D056486
D007052,D058186
D007099,D000647
D007099,D000740
D007099,D000855
D007099,D001008
D007099,D001145
D007099,D001289
D007099,D001480
D007099,D001523
D007099,D001714
D007099,D001763
D007099,D002037
D007099,D002311
D007099,D002318
D007099,D002375
D007099,D002493
D007099,D002653
D007099,D002779
D007099,D003072
D007099,D003221
D007099,D003244
D007099,D003248
D007099,D003693
D007099,D003865
D007099,D003866
D007099,D003929
D007099,D004244
D007099,D004487
D007099,D004775
D007099,D004802
D007099,D004827
D007099,D004830
D007099,D005076
D007099,D005334
D007099,D005687
D007099,D005767
D007099,D006212
D007099,D006323
D007099,D006327
D007099,D006331
D007099,D006333
D007099,D006505
D007099,D006930
D007099,D006948
D007099,D006973
D007099,D007010
D007099,D007022
D007099,D007024
D007099,D007035
D007099,D007037
D007099,D007174
D007099,D007177
D007099,D007249
D007099,D007319
D007099,D007674
D007099,D007970
D007099,D008064
D007099,D008133
D007099,D008288
D007099,D008881
D007099,D009135
D007099,D009202
D007099,D009203
D007099,D009205
D007099,D009207
D007099,D009325
D007099,D009336
D007099,D009369
D007099,D009410
D007099,D010146
D007099,D010259
D007099,D010554
D007099,D010673
D007099,D011297
D007099,D011595
D007099,D011605
D007099,D011654
D007099,D012559
D007099,D012640
D007099,D012735
D007099,D012770
D007099,D012798
D007099,D013313
D007099,D013375
D007099,D013610
D007099,D013616
D007099,D013617
D007099,D014012
D007099,D014202
D007099,D014549
D007099,D014555
D007099,D014693
D007099,D014786
D007099,D014987
D007099,D015835
D007099,D016171
D007099,D016491
D007099,D016584
D007099,D017093
D007099,D017114
D007099,D017202
D007099,D018476
D007099,D018754
D007099,D018879
D007099,D019954
D007099,D019955
D007099,D019956
D007099,D019964
D007099,D020018
D007099,D020230
D007099,D041781
D007099,D047508
D007099,D053206
D007099,D053608
D007099,D054537
D007099,D056486
D007099,D062787
D007099,D064420
D007213,D000230
D007213,D000236
D007213,D000380
D007213,D000544
D007213,D000707
D007213,D000740
D007213,D000741
D007213,D000743
D007213,D000787
D007213,D000799
D007213,D000855
D007213,D000860
D007213,D001002
D007213,D001008
D007213,D001168
D007213,D001172
D007213,D001201
D007213,D001523
D007213,D001714
D007213,D001745
D007213,D001749
D007213,D001919
D007213,D001927
D007213,D001929
D007213,D001930
D007213,D001932
D007213,D001943
D007213,D002292
D007213,D002294
D007213,D002318
D007213,D002375
D007213,D002493
D007213,D002543
D007213,D002545
D007213,D002779
D007213,D002780
D007213,D003072
D007213,D003092
D007213,D003110
D007213,D003128
D007213,D003221
D007213,D003244
D007213,D003251
D007213,D003329
D007213,D003556
D007213,D003693
D007213,D003875
D007213,D003967
D007213,D004211
D007213,D004213
D007213,D004244
D007213,D004342
D007213,D004409
D007213,D004415
D007213,D004487
D007213,D004715
D007213,D004802
D007213,D004938
D007213,D005076
D007213,D005119
D007213,D005315
D007213,D005317
D007213,D005334
D007213,D005355
D007213,D005756
D007213,D005767
D007213,D005909
D007213,D005910
D007213,D005921
D007213,D005923
D007213,D006073
D007213,D006099
D007213,D006212
D007213,D006258
D007213,D006261
D007213,D006319
D007213,D006330
D007213,D006331
D007213,D006332
D007213,D006333
D007213,D006417
D007213,D006470
D007213,D006471
D007213,D006501
D007213,D006528
D007213,D006930
D007213,D006934
D007213,D006940
D007213,D006947
D007213,D006949
D007213,D006965
D007213,D006973
D007213,D006976
D007213,D006977
D007213,D007008
D007213,D007010
D007213,D007022
D007213,D007024
D007213,D007177
D007213,D007232
D007213,D007235
D007213,D007249
D007213,D007410
D007213,D007511
D007213,D007565
D007213,D007634
D007213,D007674
D007213,D007676
D007213,D007680
D007213,D007681
D007213,D007683
D007213,D007752
D007213,D007964
D007213,D007970
D007213,D008106
D007213,D008107
D007213,D008113
D007213,D008171
D007213,D008175
D007213,D008180
D007213,D008581
D007213,D008881
D007213,D009325
D007213,D009336
D007213,D009362
D007213,D009374
D007213,D009395
D007213,D009404
D007213,D009846
D007213,D010003
D007213,D010146
D007213,D010149
D007213,D010195
D007213,D010437
D007213,D010490
D007213,D010493
D007213,D010523
D007213,D010996
D007213,D011014
D007213,D011141
D007213,D011507
D007213,D011559
D007213,D011605
D007213,D011654
D007213,D011693
D007213,D011704
D007213,D011928
D007213,D012021
D007213,D012640
D007213,D012735
D007213,D012871
D007213,D012893
D007213,D013119
D007213,D013226
D007213,D013262
D007213,D013272
D007213,D013274
D007213,D013276
D007213,D013610
D007213,D013921
D007213,D013964
D007213,D014202
D007213,D014456
D007213,D014511
D007213,D014581
D007213,D014717
D007213,D014839
D007213,D015179
D007213,D015427
D007213,D015431
D007213,D015464
D007213,D015470
D007213,D015674
D007213,D015746
D007213,D017379
D007213,D018366
D007213,D018500
D007213,D018771
D007213,D018805
D007213,D019586
D007213,D019636
D007213,D020300
D007213,D020301
D007213,D020734
D007213,D028361
D007213,D047928
D007213,D051437
D007213,D053099
D007213,D056486
D007213,D058186
D007559,D001002
D007559,D001259
D007559,D002318
D007559,D003128
D007559,D003221
D007559,D005334
D007559,D005767
D007559,D006261
D007559,D006417
D007559,D009362
D007559,D010243
D007559,D011507
D007559,D011537
D007559,D011655
D007559,D012640
D007559,D012798
D007559,D013262
D007559,D014202
D007559,D014839
D007559,D018771
D007559,D020258
D007559,D051437
D007559,D053608
D007559,D053609
D007649,D000647
D007649,D000787
D007649,D000857
D007649,D000860
D007649,D001049
D007649,D001145
D007649,D001259
D007649,D001424
D007649,D001523
D007649,D001745
D007649,D001766
D007649,D001919
D007649,D001927
D007649,D001930
D007649,D002318
D007649,D002375
D007649,D002389
D007649,D002545
D007649,D003072
D007649,D003128
D007649,D003221
D007649,D003556
D007649,D003693
D007649,D003865
D007649,D003866
D007649,D004213
D007649,D004244
D007649,D004421
D007649,D004827
D007649,D004831
D007649,D005221
D007649,D005334
D007649,D005355
D007649,D005756
D007649,D006212
D007649,D006261
D007649,D006323
D007649,D006930
D007649,D006943
D007649,D006948
D007649,D006970
D007649,D006973
D007649,D006976
D007649,D007008
D007649,D007022
D007649,D007249
D007649,D007674
D007649,D007859
D007649,D008569
D007649,D009123
D007649,D009127
D007649,D009202
D007649,D009207
D007649,D009325
D007649,D009336
D007649,D009404
D007649,D009410
D007649,D009422
D007649,D009437
D007649,D009759
D007649,D010146
D007649,D010149
D007649,D010292
D007649,D010523
D007649,D011041
D007649,D011141
D007649,D011183
D007649,D011537
D007649,D011595
D007649,D011605
D007649,D011618
D007649,D011654
D007649,D012019
D007649,D012131
D007649,D012559
D007649,D012640
D007649,D013035
D007649,D013064
D007649,D013226
D007649,D013375
D007649,D013610
D007649,D014202
D007649,D014456
D007649,D014474
D007649,D014693
D007649,D014717
D007649,D014786
D007649,D014839
D007649,D015746
D007649,D015835
D007649,D016757
D007649,D017180
D007649,D018476
D007649,D018879
D007649,D019586
D007649,D019954
D007649,D019956
D007649,D019964
D007649,D019966
D007649,D020233
D007649,D020250
D007649,D020795
D007649,D020820
D007649,D052016
D007649,D053608
D007649,D053609
D007654,D000014
D007654,D000707
D007654,D000741
D007654,D000744
D007654,D000799
D007654,D000855
D007654,D001201
D007654,D001523
D007654,D002318
D007654,D002375
D007654,D002779
D007654,D002972
D007654,D003221
D007654,D003875
D007654,D004342
D007654,D004401
D007654,D004802
D007654,D005234
D007654,D005355
D007654,D005767
D007654,D006529
D007654,D006930
D007654,D006973
D007654,D007022
D007654,D007565
D007654,D007634
D007654,D008064
D007654,D008107
D007654,D008133
D007654,D009135
D007654,D009325
D007654,D009437
D007654,D010019
D007654,D010146
D007654,D010211
D007654,D010243
D007654,D010259
D007654,D010300
D007654,D011183
D007654,D011471
D007654,D012640
D007654,D014202
D007654,D014581
D007654,D016171
D007654,D017093
D007654,D017114
D007654,D017180
D007654,D018908
D007654,D019970
D007654,D020734
D007654,D020820
D007654,D020964
D007654,D047508
D007654,D055370
D007654,D056486
D007654,D064420
D007660,D000799
D007660,D001172
D007660,D001249
D007660,D002493
D007660,D003556
D007660,D003866
D007660,D003875
D007660,D004417
D007660,D004487
D007660,D005334
D007660,D005756
D007660,D005767
D007660,D006973
D007660,D007232
D007660,D007249
D007660,D007674
D007660,D007676
D007660,D007681
D007660,D009202
D007660,D009395
D007660,D009422
D007660,D010003
D007660,D010146
D007660,D010149
D007660,D010195
D007660,D010437
D007660,D010787
D007660,D011141
D007660,D011507
D007660,D012640
D007660,D013262
D007660,D013272
D007660,D014581
D007660,D015433
D007660,D017114
D007660,D017116
D007660,D018500
D007660,D051437
D007660,D056486
D007660,D058186
D007660,D064420
D007980,D000740
D007980,D000743
D007980,D000744
D007980,D001145
D007980,D001342
D007980,D001416
D007980,D001480
D007980,D001523
D007980,D001714
D007980,D001745
D007980,D001919
D007980,D001927
D007980,D001930
D007980,D002375
D007980,D002389
D007980,D002819
D007980,D003072
D007980,D003128
D007980,D003221
D007980,D003693
D007980,D003928
D007980,D004211
D007980,D004244
D007980,D004409
D007980,D004421
D007980,D004831
D007980,D005221
D007980,D005483
D007980,D005767
D007980,D006212
D007980,D006261
D007980,D006333
D007980,D006606
D007980,D006930
D007980,D006948
D007980,D006970
D007980,D006973
D007980,D007008
D007980,D007022
D007980,D007024
D007980,D007172
D007980,D007319
D007980,D007859
D007980,D008569
D007980,D009069
D007980,D009103
D007980,D009127
D007980,D009128
D007980,D009207
D007980,D009325
D007980,D009336
D007980,D009369
D007980,D009422
D007980,D009459
D007980,D009461
D007980,D010146
D007980,D010259
D007980,D010264
D007980,D010300
D007980,D010302
D007980,D010523
D007980,D010554
D007980,D011596
D007980,D011605
D007980,D011618
D007980,D012120
D007980,D012148
D007980,D012640
D007980,D012893
D007980,D013064
D007980,D013375
D007980,D013575
D007980,D013981
D007980,D014103
D007980,D014202
D007980,D014555
D007980,D014652
D007980,D014786
D007980,D014839
D007980,D015835
D007980,D015877
D007980,D016055
D007980,D017109
D007980,D018476
D007980,D018771
D007980,D019956
D007980,D019966
D007980,D019970
D007980,D020138
D007980,D020230
D007980,D020233
D007980,D020258
D007980,D020734
D007980,D020820
D007980,D064420
D008012,D000707
D008012,D000740
D008012,D000741
D008012,D000799
D008012,D000857
D008012,D000860
D008012,D001008
D008012,D001049
D008012,D001068
D008012,D001145
D008012,D001259
D008012,D001281
D008012,D001416
D008012,D001523
D008012,D001714
D008012,D001763
D008012,D001766
D008012,D001919
D008012,D001930
D008012,D002037
D008012,D002318
D008012,D002493
D008012,D002524
D008012,D002545
D008012,D002546
D008012,D002637
D008012,D003128
D008012,D003221
D008012,D003371
D008012,D003693
D008012,D003875
D008012,D003929
D008012,D004172
D008012,D004244
D008012,D004342
D008012,D004401
D008012,D004487
D008012,D004827
D008012,D004830
D008012,D004890
D008012,D004892
D008012,D004893
D008012,D006212
D008012,D006261
D008012,D006311
D008012,D006323
D008012,D006327
D008012,D006331
D008012,D006333
D008012,D006606
D008012,D006930
D008012,D006948
D008012,D006967
D008012,D006970
D008012,D006973
D008012,D006987
D008012,D007008
D008012,D007022
D008012,D007172
D008012,D008133
D008012,D008228
D008012,D008708
D008012,D009123
D008012,D009128
D008012,D009135
D008012,D009203
D008012,D009207
D008012,D009220
D008012,D009325
D008012,D009336
D008012,D009410
D008012,D009422
D008012,D009436
D008012,D009437
D008012,D009461
D008012,D009759
D008012,D009886
D008012,D010146
D008012,D010149
D008012,D010243
D008012,D010291
D008012,D010292
D008012,D010523
D008012,D010554
D008012,D010689
D008012,D011183
D008012,D011297
D008012,D011605
D008012,D011618
D008012,D011654
D008012,D011693
D008012,D011782
D008012,D012019
D008012,D012131
D008012,D012640
D008012,D012678
D008012,D012735
D008012,D012770
D008012,D013035
D008012,D013064
D008012,D013118
D008012,D013226
D008012,D013575
D008012,D013610
D008012,D013616
D008012,D013617
D008012,D013651
D008012,D014012
D008012,D014581
D008012,D014693
D008012,D014717
D008012,D014786
D008012,D014839
D008012,D016171
D008012,D016491
D008012,D017109
D008012,D017116
D008012,D017180
D008012,D018754
D008012,D018879
D008012,D019970
D008012,D020234
D008012,D020250
D008012,D049188
D008012,D054138
D008012,D054537
D008012,D055154
D008012,D064420
D008139,D003248
D008139,D003693
D008139,D003967
D008139,D004487
D008139,D005759
D008139,D006261
D008139,D009422
D008139,D012640
D008139,D013262
D008139,D014474
D008139,D015746
D008139,D016055
D008139,D064420
D008148,D000743
D008148,D000799
D008148,D000855
D008148,D000857
D008148,D001068
D008148,D001930
D008148,D002493
D008148,D002779
D008148,D002780
D008148,D003110
D008148,D003324
D008148,D003866
D008148,D003882
D008148,D004401
D008148,D005076
D008148,D005483
D008148,D005767
D008148,D006261
D008148,D006330
D008148,D006529
D008148,D006937
D008148,D006949
D008148,D006973
D008148,D006987
D008148,D007319
D008148,D007565
D008148,D007674
D008148,D007676
D008148,D008103
D008148,D008113
D008148,D008223
D008148,D008325
D008148,D009069
D008148,D009120
D008148,D009135
D008148,D009212
D008148,D009220
D008148,D009336
D008148,D009846
D008148,D010146
D008148,D010190
D008148,D010292
D008148,D010523
D008148,D011115
D008148,D011507
D008148,D012206
D008148,D012509
D008148,D012817
D008148,D012893
D008148,D013262
D008148,D013733
D008148,D014581
D008148,D015228
D008148,D015430
D008148,D018771
D008148,D018908
D008148,D019964
D008148,D041781
D008148,D050171
D008148,D051437
D008148,D056486
D008148,D058186
D008148,D064420
D008376,D000544
D008376,D001008
D008376,D001145
D008376,D001282
D008376,D001523
D008376,D001714
D008376,D001763
D008376,D002375
D008376,D002389
D008376,D002524
D008376,D003128
D008376,D003248
D008376,D003680
D008376,D003693
D008376,D003865
D008376,D003866
D008376,D004244
D008376,D004827
D008376,D004830
D008376,D005076
D008376,D005334
D008376,D006212
D008376,D006261
D008376,D006323
D008376,D006970
D008376,D007035
D008376,D007174
D008376,D008133
D008376,D009069
D008376,D009207
D008376,D009437
D008376,D009459
D008376,D011595
D008376,D012131
D008376,D012640
D008376,D013009
D008376,D013064
D008376,D013226
D008376,D013313
D008376,D014202
D008376,D014549
D008376,D014786
D008376,D014987
D008376,D016171
D008376,D018366
D008376,D020234
D008376,D053609
D008376,D056486
D008376,D062787
D008463,D000740
D008463,D003967
D008463,D004244
D008463,D004830
D008463,D005921
D008463,D006261
D008463,D008107
D008463,D013226
D008463,D014839
D008463,D015746
D008463,D056486
D008550,D000230
D008550,D000236
D008550,D000505
D008550,D000544
D008550,D000647
D008550,D000740
D008550,D001008
D008550,D001289
D008550,D001321
D008550,D001714
D008550,D001745
D008550,D001919
D008550,D001927
D008550,D001929
D008550,D001930
D008550,D002318
D008550,D002375
D008550,D002386
D008550,D002389
D008550,D002493
D008550,D002545
D008550,D002779
D008550,D003072
D008550,D003092
D008550,D003110
D008550,D003221
D008550,D003556
D008550,D004244
D008550,D004409
D008550,D004487
D008550,D004719
D008550,D005221
D008550,D005234
D008550,D005313
D008550,D005317
D008550,D005355
D008550,D005767
D008550,D006212
D008550,D006261
D008550,D006331
D008550,D006332
D008550,D006930
D008550,D006949
D008550,D006970
D008550,D006973
D008550,D007022
D008550,D007232
D008550,D007249
D008550,D007319
D008550,D007674
D008550,D007676
D008550,D007859
D008550,D007970
D008550,D008103
D008550,D008106
D008550,D008107
D008550,D008114
D008550,D008175
D008550,D008180
D008550,D008325
D008550,D008569
D008550,D008881
D008550,D009069
D008550,D009202
D008550,D009203
D008550,D009336
D008550,D009362
D008550,D009369
D008550,D009410
D008550,D009422
D008550,D009759
D008550,D010024
D008550,D010195
D008550,D010300
D008550,D010302
D008550,D010523
D008550,D010538
D008550,D011230
D008550,D011471
D008550,D011507
D008550,D011537
D008550,D012640
D008550,D012772
D008550,D012893
D008550,D013276
D008550,D013375
D008550,D013610
D008550,D013733
D008550,D014786
D008550,D017202
D008550,D018805
D008550,D019636
D008550,D019970
D008550,D020138
D008550,D020244
D008550,D020258
D008550,D020301
D008550,D020734
D008550,D020795
D008550,D024821
D008550,D034381
D008550,D049188
D008550,D053608
D008550,D056486
D008550,D062787
D008550,D064420
D008559,D000544
D008559,D000647
D008559,D001259
D008559,D001321
D008559,D001919
D008559,D002375
D008559,D002658
D008559,D002779
D008559,D003072
D008559,D003221
D008559,D003693
D008559,D003704
D008559,D004244
D008559,D004409
D008559,D006212
D008559,D006930
D008559,D006948
D008559,D007565
D008559,D007859
D008559,D008569
D008559,D008881
D008559,D009069
D008559,D009128
D008559,D009135
D008559,D009207
D008559,D009336
D008559,D009410
D008559,D009759
D008559,D010146
D008559,D011041
D008559,D011537
D008559,D011595
D008559,D011605
D008559,D012640
D008559,D012893
D008559,D013375
D008559,D015431
D008559,D019636
D008559,D056486
D008620,D000380
D008620,D000647
D008620,D000741
D008620,D001523
D008620,D003117
D008620,D003875
D008620,D004401
D008620,D005334
D008620,D007022
D008620,D008228
D008620,D009325
D008620,D010198
D008620,D010243
D008620,D011537
D008620,D011618
D008620,D011693
D008620,D012640
D008620,D012893
D008620,D013375
D008620,D013575
D008620,D013921
D008620,D014581
D008620,D014717
D008620,D014839
D008620,D019966
D008620,D020820
D008620,D023341
D008691,D000014
D008691,D000860
D008691,D001049
D008691,D001145
D008691,D001259
D008691,D001416
D008691,D001649
D008691,D001766
D008691,D001919
D008691,D001929
D008691,D002375
D008691,D002493
D008691,D002561
D008691,D002653
D008691,D002658
D008691,D002819
D008691,D003072
D008691,D003128
D008691,D003221
D008691,D003248
D008691,D003693
D008691,D003866
D008691,D004409
D008691,D005128
D008691,D006099
D008691,D006212
D008691,D006323
D008691,D006556
D008691,D006930
D008691,D006943
D008691,D006948
D008691,D006966
D008691,D006970
D008691,D006973
D008691,D007035
D008691,D007172
D008691,D007232
D008691,D007319
D008691,D007511
D008691,D008133
D008691,D008175
D008691,D008569
D008691,D009102
D008691,D009203
D008691,D009207
D008691,D009212
D008691,D009293
D008691,D009325
D008691,D009336
D008691,D009357
D008691,D009846
D008691,D010146
D008691,D010149
D008691,D010243
D008691,D010523
D008691,D011041
D008691,D011183
D008691,D011297
D008691,D011595
D008691,D011596
D008691,D011605
D008691,D011618
D008691,D011654
D008691,D012019
D008691,D012120
D008691,D012128
D008691,D012131
D008691,D012164
D008691,D012206
D008691,D012735
D008691,D012770
D008691,D012893
D008691,D013035
D008691,D013064
D008691,D013118
D008691,D013375
D008691,D013575
D008691,D013616
D008691,D014202
D008691,D014839
D008691,D015746
D008691,D015877
D008691,D016171
D008691,D016584
D008691,D017180
D008691,D019957
D008691,D019966
D008691,D019970
D008691,D020230
D008691,D020233
D008691,D020258
D008691,D020521
D008691,D020964
D008691,D053608
D008691,D056784
D008691,D058186
D008691,D062787
D008691,D064420
D008694,D000014
D008694,D000855
D008694,D001008
D008694,D001145
D008694,D001264
D008694,D001289
D008694,D001480
D008694,D001523
D008694,D001714
D008694,D001927
D008694,D001930
D008694,D002311
D008694,D002318
D008694,D002375
D008694,D002386
D008694,D002493
D008694,D002543
D008694,D002544
D008694,D002545
D008694,D002561
D008694,D002637
D008694,D002779
D008694,D002819
D008694,D003072
D008694,D003244
D008694,D003329
D008694,D003693
D008694,D003865
D008694,D003866
D008694,D004211
D008694,D004244
D008694,D004342
D008694,D004401
D008694,D004409
D008694,D004487
D008694,D004802
D008694,D004830
D008694,D005317
D008694,D005334
D008694,D005767
D008694,D006130
D008694,D006212
D008694,D006261
D008694,D006331
D008694,D006332
D008694,D006333
D008694,D006606
D008694,D006930
D008694,D006948
D008694,D006967
D008694,D006973
D008694,D006976
D008694,D006984
D008694,D007035
D008694,D007174
D008694,D007319
D008694,D007676
D008694,D007683
D008694,D007859
D008694,D008171
D008694,D008569
D008694,D009069
D008694,D009127
D008694,D009202
D008694,D009203
D008694,D009212
D008694,D009325
D008694,D009336
D008694,D009410
D008694,D009422
D008694,D009771
D008694,D009901
D008694,D010024
D008694,D010259
D008694,D010292
D008694,D010300
D008694,D010302
D008694,D011041
D008694,D011297
D008694,D011595
D008694,D011596
D008694,D011605
D008694,D011618
D008694,D011654
D008694,D012164
D008694,D012206
D008694,D012559
D008694,D012640
D008694,D012769
D008694,D012770
D008694,D012871
D008694,D013064
D008694,D013226
D008694,D013345
D008694,D013375
D008694,D013610
D008694,D013617
D008694,D014202
D008694,D014657
D008694,D014693
D008694,D014786
D008694,D014839
D008694,D014987
D008694,D015431
D008694,D015746
D008694,D016055
D008694,D016491
D008694,D016584
D008694,D016757
D008694,D017114
D008694,D017180
D008694,D017202
D008694,D017379
D008694,D018476
D008694,D018487
D008694,D018754
D008694,D018879
D008694,D019636
D008694,D019954
D008694,D019955
D008694,D019956
D008694,D019957
D008694,D019964
