meshid,side effect UMLS_id
D009020,C0687713
D009020,C0001403
D009020,C0001973
D009020,C0085762
D009020,C0002418
D009020,C0002453
D009020,C0002622
D009020,C0003467
D009020,C0003862
D009020,C0948594
D009020,C0004134
D009020,C0004144
D009020,C0032326
D009020,C0004238
D009020,C0004604
D009020,C0004936
D009020,C0005758
D009020,C0085932
D009020,C0006118
D009020,C0006145
D009020,C0006147
D009020,C0006625
D009020,C0007222
D009020,C0008031
D009020,C0009450
D009020,C0009763
D009020,C0009782
D009020,C0010200
D009020,C0011127
D009020,C0011168
D009020,C0011175
D009020,C0011206
D009020,C0011616
D009020,C0011991
D009020,C0012569
D009020,C0013146
D009020,C0013182
D009020,C0013220
D009020,C0013395
D009020,C0013404
D009020,C0013428
D009020,C0015397
D009020,C0015734
D009020,C1321686
D009020,C0016204
D009020,C0016382
D009020,C0017160
D009020,C0017168
D009020,C0017178
D009020,C0018418
D009020,C0018674
D009020,C0018681
D009020,C0019158
D009020,C0019521
D009020,C0020429
D009020,C0020453
D009020,C0020440
D009020,C0860713
D009020,C0020456
D009020,C0020538
D009020,C0020580
D009020,C0020619
D009020,C0020621
D009020,C0020683
D009020,C0021400
D009020,C0021843
D009020,C0023066
D009020,C0023380
D009020,C0023530
D009020,C0024115
D009020,C0025061
D009020,C0026205
D009020,C0026826
D009020,C0026837
D009020,C0026961
D009020,C0027066
D009020,C0027765
D009020,C0027796
D009020,C0028738
D009020,C0028961
D009020,C0029095
D009020,C0029408
D009020,C0030232
D009020,C0030446
D009020,C0030554
D009020,C0031542
D009020,C0032768
D009020,C0033975
D009020,C0034063
D009020,C0034882
D009020,C0687707
D009020,C0035229
D009020,C0035410
D009020,C0035455
D009020,C0036572
D009020,C0037317
D009020,C0851578
D009020,C0038999
D009020,C0039971
D009020,C0040034
D009020,C0041974
D009020,C0042029
D009020,C0042075
D009020,C0041969
D009020,C0042373
D009020,C0042401
D009020,C1142412
D009020,C0042571
D009020,C0043096
D009020,C0043144
D009020,C0085632
D009020,C0233471
D009020,C0085633
D009020,C0233472
D009020,C0085649
D009020,C0085684
D009020,C0270810
D009020,C0151559
D009020,C0151574
D009020,C0151736
D009020,C3263723
D009020,C0151740
D009020,C0151766
D009020,C0151821
D009020,C0151824
D009020,C0151825
D009020,C0151827
D009020,C0151828
D009020,C0151908
D009020,C0152032
D009020,C0152154
D009020,C0156404
D009020,C0162429
D009020,C0178298
D009020,C0037274
D009020,
D009020,C0220870
D009020,C0221232
D009020,C0231218
D009020,C0234215
D009020,C2047937
D009020,C0231530
D009020,C0232292
D009020,C0235710
D009020,C0232488
D009020,C0232807
D009020,C1565489
D009020,C0233407
D009020,C0233485
D009020,C0233632
D009020,C1306341
D009020,C0234458
D009020,C0234518
D009020,C0013362
D009020,C0235082
D009020,C0235086
D009020,C0235231
D009020,C0235360
D009020,C0237314
D009020,C0242350
D009020,C0242656
D009020,C0243026
D009020,C0267792
D009020,C0340865
D009020,C0344232
D009020,C0424295
D009020,C0424790
D009020,C0426390
D009020,C0232849
D009020,C0520966
D009020,C0547030
D009020,C3665347
D009020,C0575081
D009020,C0687133
D009020,C0700200
D009020,C0700590
D009020,C0740411
D009020,C0740858
D009020,C0744727
D009020,C0746961
D009020,C0853946
D009020,C0857353
D009020,C0948226
D009020,C0948429
D009020,C0032617
D009020,C1135120
D009020,C1167785
D009020,C1258215
D009020,C1260922
D009020,C0035204
D009020,C1963789
D009020,C2937350
D009020,C0235969
D009020,C3203358
D009020,C0242184
D009020,C3241936
D009241,C0000737
D009241,C0687713
D009241,C0000768
D009241,C0424605
D009241,C0002792
D009241,C0002994
D009241,C0003864
D009241,C0004096
D009241,C0004238
D009241,C0004604
D009241,C0006147
D009241,C0006266
D009241,C0006277
D009241,C0007222
D009241,C0008031
D009241,C0009450
D009241,C0009763
D009241,C0009806
D009241,C0010037
D009241,C0010200
D009241,C0011168
D009241,C0011991
D009241,C0012833
D009241,C0013378
D009241,C0013395
D009241,C0013404
D009241,C0013428
D009241,C0013604
D009241,C0014591
D009241,C0015230
D009241,C0011603
D009241,C0015397
D009241,C0015672
D009241,C0004093
D009241,C0016204
D009241,C0016382
D009241,C0017178
D009241,C0017601
D009241,C0017605
D009241,C0018681
D009241,C0018799
D009241,C0019080
D009241,C0518015
D009241,C0019825
D009241,C1527344
D009241,C0020517
D009241,C0020523
D009241,C0020538
D009241,C0020580
D009241,C0020649
D009241,C0021053
D009241,C0021368
D009241,C0021843
D009241,C0023066
D009241,C0024115
D009241,C0024117
D009241,C0085129
D009241,C0025061
D009241,C0026961
D009241,C0027424
D009241,C0027430
D009241,C0027497
D009241,C0027765
D009241,C0027769
D009241,C0233494
D009241,C0030193
D009241,C0030252
D009241,C0030554
D009241,C0031117
D009241,C0031350
D009241,C0032961
D009241,C0033774
D009241,C0035455
D009241,C0037036
D009241,C0037199
D009241,C0038218
D009241,C0038362
D009241,C0038990
D009241,C0020458
D009241,C0038999
D009241,C0039231
D009241,C0039240
D009241,C0039971
D009241,C0040264
D009241,C0040822
D009241,C0041582
D009241,C0041912
D009241,C0042023
D009241,C0042029
D009241,C0042075
D009241,C0041969
D009241,C0042109
D009241,C0042790
D009241,C3665347
D009241,C0042963
D009241,C0043144
D009241,C0043352
D009241,C0079043
D009241,C0080274
D009241,C0151610
D009241,C0040409
D009241,C0151827
D009241,C0152198
D009241,C0154946
D009241,C0178298
D009241,C0037274
D009241,C0231528
D009241,C0948594
D009241,C0231919
D009241,C0234708
D009241,C0235234
D009241,C0235266
D009241,C0235290
D009241,C0235567
D009241,C1262144
D009241,C0235750
D009241,C0235906
D009241,C0236024
D009241,C0236065
D009241,C0236068
D009241,C0236072
D009241,C0237314
D009241,C0240557
D009241,C0858259
D009241,C0281773
D009241,C0344232
D009241,C0392171
D009241,C0521839
D009241,C0422974
D009241,C0426732
D009241,C0475765
D009241,C0541799
D009241,C0542101
D009241,C0548823
D009241,C0232487
D009241,C0700184
D009241,C0700361
D009241,C0740304
D009241,C0750016
D009241,C0850060
D009241,C0853813
D009241,C0853908
D009241,C0854121
D009241,C0854268
D009241,C0857112
D009241,C0857160
D009241,C0863111
D009241,C0917801
D009241,C0948873
D009241,C0021400
D009241,C1761613
D009241,C2830004
D009241,C3665386
D009270,C0000729
D009270,C0000737
D009270,C0004093
D009270,C0004936
D009270,C0009421
D009270,C0011570
D009270,C0011991
D009270,C0013404
D009270,C0014549
D009270,C0015967
D009270,C0016382
D009270,C0017178
D009270,C0018524
D009270,C0018790
D009270,C0018799
D009270,C0020538
D009270,C0022107
D009270,C0025061
D009270,C0027497
D009270,C0027765
D009270,C0027769
D009270,C0233494
D009270,C0030554
D009270,C0031924
D009270,C0034063
D009270,C0036572
D009270,C0036973
D009270,C0085593
D009270,C0037383
D009270,C0038587
D009270,C0038990
D009270,C0020458
D009270,C0039231
D009270,C0042373
D009270,C0042510
D009270,C0042514
D009270,C0042963
D009270,C0043387
D009270,C0085584
D009270,C0085631
D009270,C0151735
D009270,C0178298
D009270,C0037274
D009270,C0232197
D009270,C0233571
D009270,C0234238
D009270,C0030193
D009270,C0234369
D009270,C0040822
D009270,C0424295
D009270,C0524662
D009270,C1510472
D009270,C0542247
D009270,C0600142
D009270,C0236075
D009270,C1260880
D009270,C0027441
D009271,C0000729
D009271,C0000737
D009271,C0687713
D009271,C0000814
D009271,C0001339
D009271,C0001973
D009271,C0085762
D009271,C0002170
D009271,C0002395
D009271,C0002792
D009271,C0002962
D009271,C0002965
D009271,C0002994
D009271,C0003123
D009271,C0232462
D009271,C0003467
D009271,C0003621
D009271,C0003862
D009271,C0948594
D009271,C0003864
D009271,C0004093
D009271,C0004238
D009271,C0004604
D009271,C0004936
D009271,C0006277
D009271,C0007642
D009271,C0008031
D009271,C0008350
D009271,C0009319
D009271,C0009450
D009271,C0009676
D009271,C1443060
D009271,C0009763
D009271,C0009782
D009271,C0009806
D009271,C0010054
D009271,C0010200
D009271,C0011124
D009271,C0855242
D009271,C0011175
D009271,C0011206
D009271,C0011570
D009271,C0011991
D009271,C0012833
D009271,C0013378
D009271,C0013404
D009271,C0013604
D009271,C0014591
D009271,C0015230
D009271,C0011603
D009271,C0015397
D009271,C0015672
D009271,C0015967
D009271,C0016204
D009271,C0017160
D009271,C0017168
D009271,C0017178
D009271,C0017181
D009271,C0018524
D009271,C0018621
D009271,C1322281
D009271,C0018681
D009271,C0018799
D009271,C0018802
D009271,C0018839
D009271,C0018843
D009271,C0019112
D009271,C0019158
D009271,C0019196
D009271,C0019345
D009271,C0341012
D009271,C0019825
D009271,C1527344
D009271,C0020443
D009271,C0020517
D009271,C0020538
D009271,C0021053
D009271,C0021400
D009271,C0022107
D009271,C0023067
D009271,C0023380
D009271,C0024117
D009271,C0085129
D009271,C0025061
D009271,C0026821
D009271,C0037763
D009271,C0026837
D009271,C0027051
D009271,C0948089
D009271,C0027424
D009271,C0027441
D009271,C0027497
D009271,C0027765
D009271,C0027769
D009271,C0233494
D009271,C0028081
D009271,C0028084
D009271,C0028259
D009271,C0028754
D009271,C0028768
D009271,C0030193
D009271,C0030196
D009271,C0030252
D009271,C0030446
D009271,C0030554
D009271,C0031350
D009271,C0031542
D009271,C0032285
D009271,C0032961
D009271,C0033774
D009271,C0034065
D009271,C0035302
D009271,C0036572
D009271,C0036689
D009271,C0037195
D009271,C0037199
D009271,C0037383
D009271,C0038587
D009271,C0038661
D009271,C0852733
D009271,C0038663
D009271,C0038999
D009271,C0039070
D009271,C0041657
D009271,C0036974
D009271,C0039231
D009271,C0040259
D009271,C0040264
D009271,C0040460
D009271,C0040822
D009271,C0041582
D009271,C0041912
D009271,C0042029
D009271,C0042109
D009271,C0042373
D009271,C0042963
D009271,C0043094
D009271,C0043096
D009271,C0043117
D009271,C0034150
D009271,C0043352
D009271,C0043387
D009271,C0080194
D009271,C0085593
D009271,C0085631
D009271,C0086769
D009271,C0087169
D009271,C0152128
D009271,C0149520
D009271,C0149642
D009271,C0024205
D009271,C0149871
D009271,C0149931
D009271,C0151662
D009271,C0151735
D009271,C0151828
D009271,C0151904
D009271,C0151905
D009271,C0152029
D009271,C0162298
D009271,C0162423
D009271,C0026113
D009271,C0162429
D009271,C0178298
D009271,C0037274
D009271,C0221758
D009271,C0948525
D009271,C0231218
D009271,C0234215
D009271,C2047937
D009271,C0231528
D009271,C0231530
D009271,C0232292
D009271,C0235710
D009271,C0232461
D009271,C0232487
D009271,C0232492
D009271,C0232495
D009271,C0233407
D009271,C0233414
D009271,C0233632
D009271,C1306341
D009271,C0234047
D009271,C0234238
D009271,C0234458
D009271,C0234925
D009271,C0036508
D009271,C0235146
D009271,C0235162
D009271,C1262141
D009271,C0917801
D009271,C0235309
D009271,C0235378
D009271,C0236663
D009271,C0239783
D009271,C0239978
D009271,C0241379
D009271,C0039971
D009271,C0242429
D009271,C2363730
D009271,C2363731
D009271,C0267566
D009271,C0267792
D009271,C0332534
D009271,C0344232
D009271,C0344315
D009271,C0392386
D009271,C0424000
D009271,C0424109
D009271,C0010399
D009271,C0424295
D009271,C0424741
D009271,C0277925
D009271,C0424790
D009271,C0426623
D009271,C0427008
D009271,C0455769
D009271,C0497156
D009271,C0497247
D009271,C0518988
D009271,C0521508
D009271,C0151698
D009271,C0521509
D009271,C0524662
D009271,C1510472
D009271,C0542571
D009271,C0549259
D009271,C0549622
D009271,C0600142
D009271,C0236075
D009271,C0700590
D009271,C0020458
D009271,C0750426
D009271,C0851341
D009271,C1384353
D009271,
D009271,C0851578
D009271,C0852995
D009271,C0853074
D009271,C0857051
D009271,C0857093
D009271,C0235996
D009271,C0858635
D009271,C0549373
D009271,C0860945
D009271,C0853035
D009271,C0863083
D009271,C0920289
D009271,C0948008
D009271,C0948396
D009271,C1260880
D009271,C1268766
D009271,C0549405
D009271,C1290398
D009271,C0007766
D009271,C0025362
D009271,C1456784
D009271,C0033975
D009271,C1519353
D009271,C1527407
D009271,C1971624
D009271,C2129214
D009271,C2697368
D009271,C2830004
D009288,C0000737
D009288,C0687713
D009288,C0000833
D009288,C0001824
D009288,C0001925
D009288,C0002063
D009288,C0002170
D009288,C0002418
D009288,C0002622
D009288,C0002792
D009288,C0002871
D009288,C0002874
D009288,C0002878
D009288,C0002962
D009288,C0002994
D009288,C0003123
D009288,C0232462
D009288,C0003467
D009288,C0003507
D009288,C0003578
D009288,C0003811
D009288,C0003862
D009288,C0948594
D009288,C0004093
D009288,C0004096
D009288,C0004936
D009288,C0005758
D009288,C0085932
D009288,C0005940
D009288,C0006145
D009288,C0006147
D009288,C0006277
D009288,C0006384
D009288,C0007097
D009288,C0006826
D009288,C0007642
D009288,C0007859
D009288,C0008031
D009288,C0008325
D009288,C0008350
D009288,C0008370
D009288,C0009319
D009288,C0009324
D009288,C0033247
D009288,C0009421
D009288,C0009450
D009288,C0009676
D009288,C1443060
D009288,C0009763
D009288,C0009782
D009288,C0009806
D009288,C0010038
D009288,C0010346
D009288,C0010692
D009288,C0403632
D009288,C0232849
D009288,C0011168
D009288,C0011175
D009288,C0011570
D009288,C0011606
D009288,C0011616
D009288,C0011849
D009288,C0011991
D009288,C0012569
D009288,C0012813
D009288,C0012833
D009288,C0013144
D009288,C2830004
D009288,C0013395
D009288,C0013404
D009288,C0013428
D009288,C0013447
D009288,C0013491
D009288,C0013595
D009288,C0013604
D009288,C0014457
D009288,C0014518
D009288,C0014527
D009288,C0014591
D009288,C0014724
D009288,C0014742
D009288,C0014743
D009288,C0014848
D009288,C0014868
D009288,C0015230
D009288,C0011603
D009288,C0015397
D009288,C0015672
D009288,C0015967
D009288,C0016204
D009288,C0017152
D009288,C0017160
D009288,C0017181
D009288,C0017675
D009288,C0017979
D009288,C0018524
D009288,C0018681
D009288,C0018799
D009288,C0018801
D009288,C0018802
D009288,C0018834
D009288,C0018926
D009288,C0018932
D009288,C0018939
D009288,C0018946
D009288,C0018965
D009288,C0019080
D009288,C0518015
D009288,C0019158
D009288,C0019214
D009288,C0019348
D009288,C0019360
D009288,C0020443
D009288,C0020456
D009288,C0020461
D009288,C0020517
D009288,C0020538
D009288,C0020615
D009288,C0020621
D009288,C0020649
D009288,C0021053
D009288,C0021359
D009288,C0021361
D009288,C0021368
D009288,C0021390
D009288,C0021400
D009288,C0022346
D009288,C0022408
D009288,C0029408
D009288,C0022573
D009288,C0022568
D009288,C0022650
D009288,C0392525
D009288,C0022658
D009288,C0022667
D009288,C0022904
D009288,C3495920
D009288,C0023067
D009288,C0023530
D009288,C0023646
D009288,C0024115
D009288,C0024141
D009288,C0025061
D009288,C0025222
D009288,C0025290
D009288,C0025323
D009288,C0025345
D009288,C0025874
D009288,C0026821
D009288,C0037763
D009288,C0026826
D009288,C0027051
D009288,C0948089
D009288,C0027339
D009288,C0027430
D009288,C0027497
D009288,C0027540
D009288,C0027697
D009288,C0027707
D009288,C0041349
D009288,C0027719
D009288,C0027726
D009288,C0027765
D009288,C0027769
D009288,C0233494
D009288,C0027796
D009288,C0027813
D009288,C0031117
D009288,C0028734
D009288,C0028961
D009288,C0029134
D009288,C0029882
D009288,C0030193
D009288,C0030252
D009288,C0030305
D009288,C0030312
D009288,C0030353
D009288,C0030554
D009288,C0030920
D009288,C0031085
D009288,C0518988
D009288,C0031350
D009288,C0032285
D009288,C0032617
D009288,C1167965
D009288,C0032708
D009288,C0033575
D009288,C0033687
D009288,C0948586
D009288,C0033774
D009288,C0034063
D009288,C0034068
D009288,C0034150
D009288,C1368065
D009288,C0034186
D009288,C0034359
D009288,C0034882
D009288,C0687707
D009288,C0035078
D009288,C0035455
D009288,C0036416
D009288,C0036572
D009288,C0037199
D009288,C0037286
D009288,C0037299
D009288,C0038325
D009288,C0038358
D009288,C0038362
D009288,C0038363
D009288,C0038367
D009288,C0149745
D009288,C0038814
D009288,C0162830
D009288,C0038990
D009288,C0020458
D009288,C0038999
D009288,C0039070
D009288,C0041657
D009288,C0036974
D009288,C0039231
D009288,C0039971
D009288,C0040034
D009288,C0040046
D009288,C0040264
D009288,C0040435
D009288,C0040822
D009288,C0041582
D009288,C0042023
D009288,C0042024
D009288,C0042029
D009288,C0042075
D009288,C0041969
D009288,C0042109
D009288,C0042267
D009288,C0404521
D009288,C0042373
D009288,C0042384
D009288,C0042401
D009288,C1142412
D009288,C0042571
D009288,C0042963
D009288,C0043096
D009288,C0043144
D009288,C0043352
D009288,C0080274
D009288,C0085582
D009288,C0085593
D009288,C0085605
D009288,C0085633
D009288,C0233472
D009288,C0085649
D009288,C0085762
D009288,C0086543
D009288,C0149516
D009288,C0149931
D009288,C0151315
D009288,C0948525
D009288,C1320474
D009288,C0151529
D009288,C0151539
D009288,C0151626
D009288,C0151746
D009288,C1565489
D009288,C0151766
D009288,C0151785
D009288,C0151786
D009288,C0151799
D009288,C0237849
D009288,C0151811
D009288,C0281981
D009288,C0151825
D009288,C0151827
D009288,C0151908
D009288,C0151936
D009288,C0151970
D009288,C0151998
D009288,C0152009
D009288,C0023510
D009288,C0158570
D009288,C0162429
D009288,C0162566
D009288,C0853026
D009288,C0178298
D009288,C0037274
D009288,C0220870
D009288,C0220981
D009288,C0221242
D009288,C0011609
D009288,C0221512
D009288,C0232492
D009288,C0231218
D009288,C0234215
D009288,C2047937
D009288,C0231528
D009288,C0232487
D009288,C0232493
D009288,C0233407
D009288,C0234233
D009288,C0235063
D009288,C0855775
D009288,C0235198
D009288,C1306341
D009288,C0233414
D009288,C0235639
D009288,C0438142
D009288,C0235996
D009288,C0242429
D009288,C2363730
D009288,C2363731
D009288,C0243026
D009288,C0263338
D009288,C0267596
D009288,C0267792
D009288,C0268732
D009288,C0302295
D009288,C0332575
D009288,C0041834
D009288,C0338656
D009288,C0009241
D009288,C0340865
D009288,C0344232
D009288,C0349506
D009288,C0391870
D009288,C0392025
D009288,C0000731
D009288,C0392171
D009288,C0521839
D009288,C0409974
D009288,C0476273
D009288,C0497156
D009288,C0520966
D009288,C0521616
D009288,C0522055
D009288,C0522224
D009288,C0542184
D009288,C0017178
D009288,C0547030
D009288,C3665347
D009288,C0549419
D009288,C0558489
D009288,C0574067
D009288,C0010200
D009288,C0678222
D009288,C0006142
D009288,C0700225
D009288,C0235431
D009288,C0702166
D009288,C0740394
D009288,C0235416
D009288,
D009288,C0917801
D009288,C0947912
D009288,C1384666
D009288,C0011053
D009288,C1458155
D009288,C1695895
D009288,C1720775
D009288,C1956346
D009288,C1971624
D009388,C0000729
D009388,C0000737
D009388,C0002792
D009388,C0003811
D009388,C0003862
D009388,C0948594
D009388,C0004093
D009388,C0004245
D009388,C0004936
D009388,C0006266
D009388,C0007222
D009388,C0009421
D009388,C0009782
D009388,C0011991
D009388,C0012833
D009388,C0013144
D009388,C2830004
D009388,C0013362
D009388,C0029408
D009388,C0013404
D009388,C0015230
D009388,C0011603
D009388,C0015644
D009388,C0235086
D009388,C0016204
D009388,C0016382
D009388,C0017178
D009388,C0018681
D009388,C0018790
D009388,C0020517
D009388,C0020649
D009388,C0025061
D009388,C0026205
D009388,C0026821
D009388,C0037763
D009388,C0027497
D009388,C0027765
D009388,C0028738
D009388,C0031133
D009388,C0233514
D009388,C0033774
D009388,C0036104
D009388,C0037036
D009388,C0036572
D009388,C0039070
D009388,C0041657
D009388,C0036974
D009388,C0039231
D009388,C0042023
D009388,C0042024
D009388,C0042075
D009388,C0041969
D009388,C0042109
D009388,C0042963
D009388,C0043144
D009388,C0043352
D009388,C0085631
D009388,C0162297
D009388,C0178298
D009388,C0037274
D009388,C0232208
D009388,C0232292
D009388,C0235710
D009388,C0234518
D009388,C0235063
D009388,C0855775
D009388,C0423153
D009388,C0152227
D009388,C0428977
D009388,C0522224
D009388,C0700590
D009388,C0020458
D009388,C0858635
D009388,C0549373
D009388,C0877617
D009388,C0687713
D009388,C0917801
D009388,C1141861
D009388,C1142172
D009388,C1262038
D009388,C1868752
D009388,C1619712
D009388,C1736186
D009388,C1141930
D009525,C0000737
D009525,C0687713
D009525,C0000889
D009525,C0002170
D009525,C0002418
D009525,C0002792
D009525,C0002962
D009525,C0002994
D009525,C0003123
D009525,C0232462
D009525,C0003811
D009525,C0003862
D009525,C0948594
D009525,C0003864
D009525,C0003962
D009525,C0004093
D009525,C0004238
D009525,C0005940
D009525,C0006277
D009525,C0006444
D009525,C0008350
D009525,C0008370
D009525,C0010200
D009525,C0011168
D009525,C0011616
D009525,C0011630
D009525,C0011849
D009525,C0011991
D009525,C0012833
D009525,C0013395
D009525,C0013404
D009525,C0013595
D009525,C0013604
D009525,C0014724
D009525,C0014868
D009525,C0015230
D009525,C0011603
D009525,C0015397
D009525,C0015732
D009525,C0015967
D009525,C0016059
D009525,C0016204
D009525,C0016382
D009525,C0016867
D009525,C0242301
D009525,C0017178
D009525,C0017181
D009525,C0017601
D009525,C0018099
D009525,C0018681
D009525,C0018834
D009525,C0019079
D009525,C0019080
D009525,C0518015
D009525,C0019158
D009525,C0019209
D009525,C0019270
D009525,C0019360
D009525,C0020433
D009525,C0020459
D009525,C0852795
D009525,C0020517
D009525,C0020578
D009525,C0020580
D009525,C0020649
D009525,C0020651
D009525,C0020676
D009525,C0021177
D009525,C0855242
D009525,C0021400
D009525,C0022346
D009525,C0022354
D009525,C0022593
D009525,C0870082
D009525,C0023052
D009525,C0023066
D009525,C0023067
D009525,C0023218
D009525,C0037763
D009525,C0023530
D009525,C0024115
D009525,C0024440
D009525,C0024902
D009525,C0026826
D009525,C0026848
D009525,C0027497
D009525,C0027540
D009525,C0027769
D009525,C0233494
D009525,C0030193
D009525,C0030252
D009525,C0030554
D009525,C0030920
D009525,C0032617
D009525,C1167965
D009525,C0033575
D009525,C0033774
D009525,C0035410
D009525,C0035455
D009525,C0036974
D009525,C0037286
D009525,C0037299
D009525,C0038362
D009525,C0038990
D009525,C0020458
D009525,C0039070
D009525,C0041657
D009525,C0039231
D009525,C0040264
D009525,C0040409
D009525,C0042109
D009525,C0042267
D009525,C0404521
D009525,C0042373
D009525,C0042571
D009525,C0042963
D009525,C0043352
D009525,C0080274
D009525,C0085593
D009525,C0085624
D009525,C0085649
D009525,C0086439
D009525,C0086565
D009525,C0149931
D009525,C0151505
D009525,C0151603
D009525,C0268000
D009525,C0151610
D009525,C0151671
D009525,C0151691
D009525,C0151766
D009525,C0151785
D009525,C0151883
D009525,C0085932
D009525,C0085641
D009525,C0151907
D009525,C0151908
D009525,C0162429
D009525,C0162834
D009525,C0178298
D009525,C0037274
D009525,C0231528
D009525,C0231530
D009525,C0234193
D009525,C2939147
D009525,C0235378
D009525,C0237849
D009525,C0241057
D009525,C0242350
D009525,C0271051
D009525,C0302314
D009525,C0332575
D009525,C0041834
D009525,C0344232
D009525,C0392025
D009525,C0000731
D009525,C0392197
D009525,C0423791
D009525,C0426576
D009525,C0524620
D009525,C0542571
D009525,C0549386
D009525,C0574067
D009525,C0595877
D009525,C0740394
D009525,C0235416
D009525,C0857370
D009525,C0877359
D009525,C0917801
D009525,C0947912
D009525,C0151786
D009525,C1963943
D009525,C0151942
D009525,C2242996
D009525,C2830004
D009525,C3665386
D009525,C3665347
D009529,C0000737
D009529,C0687713
D009529,C0002962
D009529,C0003467
D009529,C0003862
D009529,C0948594
D009529,C0004093
D009529,C0004238
D009529,C0004245
D009529,C0007859
D009529,C0008031
D009529,C0009450
D009529,C0009676
D009529,C1443060
D009529,C0009763
D009529,C0009806
D009529,C0011991
D009529,C0012833
D009529,C0013395
D009529,C0013404
D009529,C0013447
D009529,C0013604
D009529,C0015230
D009529,C0011603
D009529,C0015967
D009529,C0016382
D009529,C0018681
D009529,C0018794
D009529,C0018965
D009529,C0019064
D009529,C0020517
D009529,C0020538
D009529,C0020580
D009529,C0020621
D009529,C0020649
D009529,C0020651
D009529,C0026826
D009529,C0027051
D009529,C0948089
D009529,C0027497
D009529,C0027769
D009529,C0233494
D009529,C0028734
D009529,C0030193
D009529,C0030252
D009529,C0030554
D009529,C0031046
D009529,C0032617
D009529,C1167965
D009529,C0035455
D009529,C0037199
D009529,C0038990
D009529,C0020458
D009529,C0039070
D009529,C0041657
D009529,C0036974
D009529,C0039231
D009529,C0039240
D009529,C0040034
D009529,C0040264
D009529,C0040822
D009529,C0042023
D009529,C0042401
D009529,C1142412
D009529,C0042514
D009529,C0042571
D009529,C0042963
D009529,C0043352
D009529,C0085096
D009529,C0085649
D009529,C0085682
D009529,C0149871
D009529,C0151636
D009529,C0151699
D009529,C0151735
D009529,C0151828
D009529,C0231218
D009529,C0234215
D009529,C2047937
D009529,C0231528
D009529,C0234458
D009529,C0235467
D009529,C0242350
D009529,C0242429
D009529,C2363730
D009529,C2363731
D009529,C0242656
D009529,C0340464
D009529,C0344232
D009529,C0424295
D009529,C0085631
D009529,C0428908
D009529,C0003813
D009529,C0520887
D009529,C0520888
D009529,C0522055
D009529,C0542571
D009529,C0574002
D009529,C0853619
D009529,C0600142
D009529,C0236075
D009529,C0700590
D009529,C0746961
D009529,C0917798
D009529,C0917801
D009529,C2830004
D009529,C3665386
D009529,C3665347
D009538,C0004238
D009538,C0010200
D009538,C0012833
D009538,C0018681
D009538,C0019521
D009538,C0027424
D009538,C0027497
D009538,C0030252
D009538,C0038363
D009538,C0042963
D009538,C0853813
D009538,C0917801
D009538,C1096250
D009538,C0232487
D009538,C0000737
D009538,C0687713
D009538,C0002622
D009538,C0002792
D009538,C0002994
D009538,C0003467
D009538,C0003537
D009538,C0003811
D009538,C0003862
D009538,C0948594
D009538,C0003864
D009538,C0004093
D009538,C0004604
D009538,C0004936
D009538,C0005758
D009538,C0085932
D009538,C0006266
D009538,C0006277
D009538,C0008031
D009538,C0009676
D009538,C1443060
D009538,C0009806
D009538,C0010692
D009538,C0403632
D009538,C0232849
D009538,C0011168
D009538,C0011991
D009538,C0013146
D009538,C0013378
D009538,C0013390
D009538,C0013395
D009538,C0013404
D009538,C0013456
D009538,C0013604
D009538,C0014591
D009538,C0014724
D009538,C0015230
D009538,C0011603
D009538,C0015672
D009538,C0015967
D009538,C0016204
D009538,C0016382
D009538,C0017178
D009538,C0017574
D009538,C0018799
D009538,C0018801
D009538,C0018834
D009538,C0019345
D009538,C0341012
D009538,C0019825
D009538,C1527344
D009538,C0020517
D009538,C0020538
D009538,C0020649
D009538,C0021053
D009538,C0021400
D009538,C0022107
D009538,C0023218
D009538,C0037763
D009538,C0025061
D009538,C0025345
D009538,C0027765
D009538,C0027769
D009538,C0233494
D009538,C0028043
D009538,C0028643
D009538,C0278134
D009538,C0020580
D009538,C0030193
D009538,C0030232
D009538,C0030554
D009538,C0031350
D009538,C0033774
D009538,C0035232
D009538,C0035455
D009538,C0036104
D009538,C0037036
D009538,C0036572
D009538,C0036974
D009538,C0037199
D009538,C0037317
D009538,C0851578
D009538,C0037383
D009538,C0038358
D009538,C0038362
D009538,C0038367
D009538,C0149745
D009538,C0038587
D009538,C0038661
D009538,C0852733
D009538,C0039070
D009538,C0041657
D009538,C0039231
D009538,C0040128
D009538,C0040409
D009538,C0040435
D009538,C0040460
D009538,C0040822
D009538,C0041834
D009538,C0042109
D009538,C0042571
D009538,C0043094
D009538,C0043352
D009538,C0085624
D009538,C0085631
D009538,C0085632
D009538,C0233471
D009538,C0085633
D009538,C0233472
D009538,C0085649
D009538,C0149931
D009538,C0151505
D009538,C0162287
D009538,C0221423
D009538,C0231218
D009538,C0234215
D009538,C2047937
D009538,C0231528
D009538,C0231530
D009538,C0232292
D009538,C0235710
D009538,C0232431
D009538,C0232461
D009538,C0232492
D009538,C0233794
D009538,C0234131
D009538,C0234233
D009538,C0235198
D009538,C1306341
D009538,C0233414
D009538,C0235266
D009538,C0235966
D009538,C0234458
D009538,C0236000
D009538,C0238311
D009538,C0275378
D009538,C0240557
D009538,C0858259
D009538,C0264267
D009538,C0277794
D009538,C0332575
D009538,C0340464
D009538,C0392171
